0,1,879.15,427.84,395.67,502.50,0.93,-1,-1,-1
1,1,878.24,428.79,395.19,501.81,0.93,-1,-1,-1
2,1,878.91,427.49,395.22,501.61,0.93,-1,-1,-1
3,1,880.58,424.18,397.45,504.14,0.93,-1,-1,-1
4,1,877.57,422.75,398.94,505.82,0.93,-1,-1,-1
5,1,869.56,424.74,398.50,504.55,0.93,-1,-1,-1
6,1,864.09,427.84,398.16,503.39,0.92,-1,-1,-1
7,1,862.67,425.92,400.13,505.23,0.93,-1,-1,-1
8,1,866.52,420.01,395.52,497.66,0.93,-1,-1,-1
9,1,868.45,408.18,398.94,501.27,0.93,-1,-1,-1
10,1,868.02,400.84,401.58,504.39,0.93,-1,-1,-1
11,1,869.00,398.64,403.83,507.37,0.93,-1,-1,-1
12,1,872.01,401.19,404.52,506.62,0.97,-1,-1,-1
13,1,873.29,398.63,408.43,510.29,0.96,-1,-1,-1
14,1,878.91,392.92,410.05,511.83,0.94,-1,-1,-1
15,1,887.43,386.52,407.62,507.14,0.93,-1,-1,-1
16,1,895.43,376.36,411.09,510.99,0.93,-1,-1,-1
17,1,901.36,372.64,410.30,508.91,0.96,-1,-1,-1
18,1,907.76,372.57,403.15,500.41,0.93,-1,-1,-1
19,1,919.30,375.01,410.31,508.81,0.93,-1,-1,-1
20,1,922.40,379.94,415.37,515.55,0.98,-1,-1,-1
21,1,925.70,377.56,426.04,530.06,0.97,-1,-1,-1
22,1,932.62,381.05,431.64,537.21,0.98,-1,-1,-1
23,1,939.16,385.20,436.48,543.57,0.98,-1,-1,-1
24,1,942.78,387.72,438.50,547.28,0.98,-1,-1,-1
25,1,948.12,386.37,442.47,553.36,0.99,-1,-1,-1
26,1,952.31,383.15,444.80,557.49,0.99,-1,-1,-1
27,1,960.39,380.28,445.09,558.02,0.98,-1,-1,-1
28,1,963.91,377.35,446.63,561.34,0.98,-1,-1,-1
29,1,966.76,374.80,452.82,570.72,0.98,-1,-1,-1
30,1,970.29,378.68,452.01,570.17,0.99,-1,-1,-1
31,1,974.52,385.10,453.34,571.82,0.98,-1,-1,-1
32,1,975.89,390.88,458.49,577.22,0.98,-1,-1,-1
33,1,973.26,399.99,462.68,580.72,0.99,-1,-1,-1
34,1,967.97,407.87,462.85,579.58,0.98,-1,-1,-1
35,1,951.76,414.81,458.15,577.72,0.99,-1,-1,-1
36,1,942.41,415.93,455.11,577.65,0.99,-1,-1,-1
37,1,938.11,410.67,452.52,578.05,0.99,-1,-1,-1
38,1,930.55,403.62,448.53,576.23,0.98,-1,-1,-1
39,1,923.47,396.58,444.77,574.12,0.98,-1,-1,-1
40,1,923.37,392.16,442.98,574.67,0.98,-1,-1,-1
41,1,924.91,387.42,441.70,575.27,0.98,-1,-1,-1
42,1,928.86,381.75,439.88,575.13,0.98,-1,-1,-1
43,1,931.49,372.20,439.45,576.76,0.98,-1,-1,-1
44,1,933.43,366.21,435.13,572.56,0.98,-1,-1,-1
45,1,933.36,356.13,435.79,575.24,0.98,-1,-1,-1
46,1,934.42,350.10,433.58,573.17,0.98,-1,-1,-1
47,1,935.33,346.13,432.13,572.04,0.98,-1,-1,-1
48,1,935.91,345.17,431.11,571.38,0.98,-1,-1,-1
49,1,934.83,343.90,432.17,573.99,0.97,-1,-1,-1
50,1,935.13,341.43,432.81,576.06,0.98,-1,-1,-1
51,1,935.65,338.46,433.93,578.75,0.97,-1,-1,-1
52,1,934.64,336.81,432.73,578.84,0.97,-1,-1,-1
53,1,934.17,338.54,433.01,580.59,0.97,-1,-1,-1
54,1,936.35,343.78,431.40,579.54,0.97,-1,-1,-1
55,1,939.37,351.10,429.65,578.67,0.97,-1,-1,-1
56,1,938.58,357.67,429.09,578.98,0.97,-1,-1,-1
57,1,936.17,364.20,429.21,579.03,0.97,-1,-1,-1
58,1,933.07,363.81,432.31,582.41,0.98,-1,-1,-1
59,1,929.89,359.41,433.51,582.95,0.98,-1,-1,-1
60,1,922.74,348.65,438.25,588.82,0.98,-1,-1,-1
61,1,914.06,337.38,442.68,593.10,0.99,-1,-1,-1
62,1,904.11,326.61,448.60,597.69,0.99,-1,-1,-1
63,1,894.39,315.97,454.25,601.33,0.98,-1,-1,-1
64,1,883.32,303.27,462.71,608.83,0.98,-1,-1,-1
65,1,886.14,289.23,472.28,610.19,0.98,-1,-1,-1
66,1,854.08,273.51,472.74,610.99,0.99,-1,-1,-1
67,1,835.61,255.87,477.97,617.13,0.98,-1,-1,-1
68,1,825.94,239.39,481.84,619.20,0.98,-1,-1,-1
69,1,826.41,225.63,491.47,621.16,0.98,-1,-1,-1
70,1,817.16,212.50,502.02,625.90,0.97,-1,-1,-1
71,1,786.14,197.61,508.10,633.12,0.98,-1,-1,-1
72,1,765.80,183.53,514.50,640.49,0.98,-1,-1,-1
73,1,767.44,173.46,524.59,646.76,0.97,-1,-1,-1
74,1,753.12,165.02,533.43,655.95,0.97,-1,-1,-1
